record_type	record_id	final_benchmark_id	mapping_status	matched_categories	record_json
obligation	MessageServerPriority:0010	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""89"",""mapping_status"":""accepted"",""name_or_expression"":""explicit_priority_precedes_none"",""obligation_id"":""MessageServerPriority:0010"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MessageServerPriority:0011	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""104"",""mapping_status"":""accepted"",""name_or_expression"":""priority_normalization_regression"",""obligation_id"":""MessageServerPriority:0011"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MessageServerPriority:0012	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""121"",""mapping_status"":""accepted"",""name_or_expression"":""priority_normalization_preserves_membership"",""obligation_id"":""MessageServerPriority:0012"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MessageServerPriority:0013	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""148"",""mapping_status"":""accepted"",""name_or_expression"":""priority_normalization_preserves_length"",""obligation_id"":""MessageServerPriority:0013"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MessageServerPriority:0014	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""def"",""line_number"":""160"",""mapping_status"":""accepted"",""name_or_expression"":""def@160"",""obligation_id"":""MessageServerPriority:0014"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MessageServerPriority:0015	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""162"",""mapping_status"":""accepted"",""name_or_expression"":""existing_tick_server_has_no_priority"",""obligation_id"":""MessageServerPriority:0015"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MessageServerPriority:0016	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""166"",""mapping_status"":""accepted"",""name_or_expression"":""existing_reset_server_has_no_priority"",""obligation_id"":""MessageServerPriority:0016"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MessageServerPriority:0017	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""176"",""mapping_status"":""accepted"",""name_or_expression"":""existing_unannotated_order_regression"",""obligation_id"":""MessageServerPriority:0017"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MessageServerPriority:0018	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""def"",""line_number"":""181"",""mapping_status"":""accepted"",""name_or_expression"":""priorityTranslationServers"",""obligation_id"":""MessageServerPriority:0018"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MessageServerPriority:0019	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""194"",""mapping_status"":""accepted"",""name_or_expression"":""priority_translation_preserves_source_declarations"",""obligation_id"":""MessageServerPriority:0019"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MessageServerPriority:0020	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""206"",""mapping_status"":""accepted"",""name_or_expression"":""priority_translation_action_order"",""obligation_id"":""MessageServerPriority:0020"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MessageServerPriority:0021	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""223"",""mapping_status"":""accepted"",""name_or_expression"":""priority_translation_reaction_order"",""obligation_id"":""MessageServerPriority:0021"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MessageServerPriority:0022	multi-store--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""241"",""mapping_status"":""accepted"",""name_or_expression"":""priority_translation_triggers_align"",""obligation_id"":""MessageServerPriority:0022"",""original_benchmark_candidate"":""test-message-server-priority"",""test_file"":""Relico/Tests/MessageServerPriority.lean""}"
obligation	MultiStoreCppBackend:0001	multi-store--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""17"",""mapping_status"":""accepted"",""name_or_expression"":""existing_store_cpp_printer_embeds_exactly"",""obligation_id"":""MultiStoreCppBackend:0001"",""original_benchmark_candidate"":""test-multi-store-cpp-backend"",""test_file"":""Relico/Tests/MultiStoreCppBackend.lean""}"
obligation	MultiStoreCppBackend:0002	multi-store--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""35"",""mapping_status"":""accepted"",""name_or_expression"":""priority_cpp_action_declaration_order"",""obligation_id"":""MultiStoreCppBackend:0002"",""original_benchmark_candidate"":""test-multi-store-cpp-backend"",""test_file"":""Relico/Tests/MultiStoreCppBackend.lean""}"
obligation	MultiStoreCppBackend:0003	multi-store--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""56"",""mapping_status"":""accepted"",""name_or_expression"":""priority_cpp_reaction_declaration_order"",""obligation_id"":""MultiStoreCppBackend:0003"",""original_benchmark_candidate"":""test-multi-store-cpp-backend"",""test_file"":""Relico/Tests/MultiStoreCppBackend.lean""}"
obligation	MultiStoreCppBackend:0004	multi-store--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""81"",""mapping_status"":""accepted"",""name_or_expression"":""twoMessageModel_renders_from_executable_translation"",""obligation_id"":""MultiStoreCppBackend:0004"",""original_benchmark_candidate"":""test-multi-store-cpp-backend"",""test_file"":""Relico/Tests/MultiStoreCppBackend.lean""}"
obligation	MultiStoreCppBackend:0005	multi-store--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""94"",""mapping_status"":""accepted"",""name_or_expression"":""decoded_priority_cpp_action_declaration_order"",""obligation_id"":""MultiStoreCppBackend:0005"",""original_benchmark_candidate"":""test-multi-store-cpp-backend"",""test_file"":""Relico/Tests/MultiStoreCppBackend.lean""}"
obligation	MultiStoreCppBackend:0006	multi-store--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--positive"",""kind"":""theorem"",""line_number"":""110"",""mapping_status"":""accepted"",""name_or_expression"":""decoded_priority_cpp_reaction_trigger_order"",""obligation_id"":""MultiStoreCppBackend:0006"",""original_benchmark_candidate"":""test-multi-store-cpp-backend"",""test_file"":""Relico/Tests/MultiStoreCppBackend.lean""}"
obligation	MultiStoreFrontendDecoder:0001	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""def"",""line_number"":""10"",""mapping_status"":""accepted"",""name_or_expression"":""frontendMultiX"",""obligation_id"":""MultiStoreFrontendDecoder:0001"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0002	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""def"",""line_number"":""14"",""mapping_status"":""accepted"",""name_or_expression"":""frontendLowName"",""obligation_id"":""MultiStoreFrontendDecoder:0002"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0003	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""def"",""line_number"":""18"",""mapping_status"":""accepted"",""name_or_expression"":""frontendHighName"",""obligation_id"":""MultiStoreFrontendDecoder:0003"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0004	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""def"",""line_number"":""22"",""mapping_status"":""accepted"",""name_or_expression"":""validRawMultiStoreModel"",""obligation_id"":""MultiStoreFrontendDecoder:0004"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0005	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""class"",""line_number"":""28"",""mapping_status"":""accepted"",""name_or_expression"":""class@28"",""obligation_id"":""MultiStoreFrontendDecoder:0005"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0006	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""def"",""line_number"":""119"",""mapping_status"":""accepted"",""name_or_expression"":""expectedDecodedMultiStoreModel"",""obligation_id"":""MultiStoreFrontendDecoder:0006"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0007	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""class"",""line_number"":""182"",""mapping_status"":""accepted"",""name_or_expression"":""class@182"",""obligation_id"":""MultiStoreFrontendDecoder:0007"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0008	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""theorem"",""line_number"":""186"",""mapping_status"":""accepted"",""name_or_expression"":""validRawMultiStoreModel_decodes"",""obligation_id"":""MultiStoreFrontendDecoder:0008"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0009	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""theorem"",""line_number"":""198"",""mapping_status"":""accepted"",""name_or_expression"":""multiStore_decoder_preserves_declaration_order"",""obligation_id"":""MultiStoreFrontendDecoder:0009"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0010	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""theorem"",""line_number"":""206"",""mapping_status"":""accepted"",""name_or_expression"":""multiStore_decoder_preserves_priorities"",""obligation_id"":""MultiStoreFrontendDecoder:0010"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0011	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""theorem"",""line_number"":""220"",""mapping_status"":""accepted"",""name_or_expression"":""decoded_multiStore_translation_uses_priority_order"",""obligation_id"":""MultiStoreFrontendDecoder:0011"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0012	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""theorem"",""line_number"":""235"",""mapping_status"":""accepted"",""name_or_expression"":""declared_cross_server_send_decodes"",""obligation_id"":""MultiStoreFrontendDecoder:0012"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0013	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""def"",""line_number"":""254"",""mapping_status"":""accepted"",""name_or_expression"":""undeclaredSendRawMultiStoreModel"",""obligation_id"":""MultiStoreFrontendDecoder:0013"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0014	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""theorem"",""line_number"":""273"",""mapping_status"":""accepted"",""name_or_expression"":""undeclared_multiStore_send_is_rejected"",""obligation_id"":""MultiStoreFrontendDecoder:0014"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0015	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""def"",""line_number"":""283"",""mapping_status"":""accepted"",""name_or_expression"":""duplicateMessageServerRawModel"",""obligation_id"":""MultiStoreFrontendDecoder:0015"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0016	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""theorem"",""line_number"":""312"",""mapping_status"":""accepted"",""name_or_expression"":""duplicate_message_server_is_rejected"",""obligation_id"":""MultiStoreFrontendDecoder:0016"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0017	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""def"",""line_number"":""322"",""mapping_status"":""accepted"",""name_or_expression"":""emptyMessageServersRawModel"",""obligation_id"":""MultiStoreFrontendDecoder:0017"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0018	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""theorem"",""line_number"":""331"",""mapping_status"":""accepted"",""name_or_expression"":""empty_message_server_list_is_rejected"",""obligation_id"":""MultiStoreFrontendDecoder:0018"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0019	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""def"",""line_number"":""339"",""mapping_status"":""accepted"",""name_or_expression"":""invalidVersionRawMultiStoreModel"",""obligation_id"":""MultiStoreFrontendDecoder:0019"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStoreFrontendDecoder:0020	multi-store--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store--priority-selection--negative"",""kind"":""theorem"",""line_number"":""348"",""mapping_status"":""accepted"",""name_or_expression"":""invalid_multiStore_schema_is_rejected"",""obligation_id"":""MultiStoreFrontendDecoder:0020"",""original_benchmark_candidate"":""test-multi-store-frontend-decoder"",""test_file"":""Relico/Tests/MultiStoreFrontendDecoder.lean""}"
obligation	MultiStorePayloadFoundation:0001	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""def"",""line_number"":""8"",""mapping_status"":""accepted"",""name_or_expression"":""counterName"",""obligation_id"":""MultiStorePayloadFoundation:0001"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0002	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""def"",""line_number"":""12"",""mapping_status"":""accepted"",""name_or_expression"":""parameterName"",""obligation_id"":""MultiStorePayloadFoundation:0002"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0003	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""def"",""line_number"":""16"",""mapping_status"":""accepted"",""name_or_expression"":""highMessageName"",""obligation_id"":""MultiStorePayloadFoundation:0003"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0004	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""def"",""line_number"":""20"",""mapping_status"":""accepted"",""name_or_expression"":""lowMessageName"",""obligation_id"":""MultiStorePayloadFoundation:0004"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0005	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""def"",""line_number"":""24"",""mapping_status"":""accepted"",""name_or_expression"":""payloadExpressions"",""obligation_id"":""MultiStorePayloadFoundation:0005"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0006	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""theorem"",""line_number"":""37"",""mapping_status"":""accepted"",""name_or_expression"":""payload_evaluation_preserves_order"",""obligation_id"":""MultiStorePayloadFoundation:0006"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0007	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""theorem"",""line_number"":""48"",""mapping_status"":""accepted"",""name_or_expression"":""payload_expression_compilation_preserves_order"",""obligation_id"":""MultiStorePayloadFoundation:0007"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0008	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""theorem"",""line_number"":""65"",""mapping_status"":""accepted"",""name_or_expression"":""zero_delay_payload_send_is_preserved"",""obligation_id"":""MultiStorePayloadFoundation:0008"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0009	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""def"",""line_number"":""78"",""mapping_status"":""accepted"",""name_or_expression"":""highMessageServer"",""obligation_id"":""MultiStorePayloadFoundation:0009"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0010	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""def"",""line_number"":""97"",""mapping_status"":""accepted"",""name_or_expression"":""lowMessageServer"",""obligation_id"":""MultiStorePayloadFoundation:0010"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0011	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""def"",""line_number"":""117"",""mapping_status"":""accepted"",""name_or_expression"":""duplicatePriorityMessageServer"",""obligation_id"":""MultiStorePayloadFoundation:0011"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0012	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""theorem"",""line_number"":""137"",""mapping_status"":""accepted"",""name_or_expression"":""distinct_priority_fixture_is_well_formed"",""obligation_id"":""MultiStorePayloadFoundation:0012"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0013	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""theorem"",""line_number"":""149"",""mapping_status"":""accepted"",""name_or_expression"":""duplicate_priority_fixture_is_rejected"",""obligation_id"":""MultiStorePayloadFoundation:0013"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0014	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""theorem"",""line_number"":""160"",""mapping_status"":""accepted"",""name_or_expression"":""priority_normalization_regression"",""obligation_id"":""MultiStorePayloadFoundation:0014"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0015	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""theorem"",""line_number"":""176"",""mapping_status"":""accepted"",""name_or_expression"":""reaction_signature_and_priority_are_preserved"",""obligation_id"":""MultiStorePayloadFoundation:0015"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
obligation	MultiStorePayloadFoundation:0016	multi-store-payload--priority-selection--negative	accepted	priority	"{""classification"":""test_fixture_or_helper"",""evidence_role"":""source-capability"",""final_benchmark_id"":""multi-store-payload--priority-selection--negative"",""kind"":""def"",""line_number"":""185"",""mapping_status"":""accepted"",""name_or_expression"":""payloadReactiveClass"",""obligation_id"":""MultiStorePayloadFoundation:0016"",""original_benchmark_candidate"":""test-multi-store-payload-foundation"",""test_file"":""Relico/Tests/MultiStorePayloadFoundation.lean""}"
