category	path	line	source_line	bypass_risk
lf_generation	Relico/Correctness/MachineInitialization.lean	77	For a well-formed source model, every finite generated-LF startup	candidate
lf_generation	Relico/Correctness/MachineTrace.lean	4	import Relico.LF.MachineTraceSemantics	candidate
lf_generation	Relico/Correctness/MachineTrace.lean	12	Pointwise correspondence between finite DTR and generated-LF machine	candidate
lf_generation	Relico/Correctness/MachineTrace.lean	87	Every finite generated-LF execution beginning in corresponding states	candidate
lf_generation	Relico/Correctness/MachineTraceForward.lean	15	- a matching generated-LF transition;	candidate
lf_generation	Relico/Correctness/MachineTraceForward.lean	159	Finite compatibility evidence yields finite DTR and generated-LF	candidate
lf_generation	Relico/Correctness/MultiStoreDispatch.lean	4	import Relico.LF.MultiStoreDispatchSemantics	candidate
lf_generation	Relico/Correctness/MultiStoreExecutableTranslation.lean	16	represented by the generated LF tag and microstep order.	candidate
lf_generation	Relico/Correctness/MultiStoreExecutableTranslation.lean	139	Every finite generated-LF execution is matched by a finite source	candidate
lf_generation	Relico/Correctness/MultiStoreForward.lean	3	import Relico.LF.MultiStoreSemantics	candidate
lf_generation	Relico/Correctness/MultiStoreInitialization.lean	3	import Relico.LF.MultiStoreInitialization	candidate
lf_generation	Relico/Correctness/MultiStoreMachine.lean	5	import Relico.LF.MultiStoreMachineSemantics	candidate
lf_generation	Relico/Correctness/MultiStoreMachineTrace.lean	5	import Relico.LF.MultiStoreMachineTraceSemantics	candidate
lf_generation	Relico/Correctness/MultiStoreMachineTrace.lean	13	Pointwise correspondence between finite source and generated-LF	candidate
lf_generation	Relico/Correctness/MultiStoreMachineTrace.lean	323	Backward simulation for finite generated-LF multi-server machine	candidate
lf_generation	Relico/Correctness/MultiStorePayloadBackwardDispatchRuntime.lean	4	import Relico.LF.PendingNotPast	candidate
lf_generation	Relico/Correctness/MultiStorePayloadBackwardDispatchRuntime.lean	27	Every generated LF payload dispatch has a corresponding DTR payload dispatch,	candidate
lf_generation	Relico/Correctness/MultiStorePayloadBaseDispatchSelection.lean	160	Synchronize source occurrence removal with generated-LF eligibility.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadBaseSelectionCompatibility.lean	17	import Relico.LF.MultiStorePayloadDispatch	candidate
lf_generation	Relico/Correctness/MultiStorePayloadBaseSelectionCompatibility.lean	743	A source-priority-eligible occurrence has an aligned generated-LF occurrence	candidate
lf_generation	Relico/Correctness/MultiStorePayloadBaseSelectionCompatibility.lean	1057	A reaction-priority-eligible generated-LF occurrence has an aligned source	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedDispatchWeakMatches.lean	2	import Relico.LF.DetailedMultiStorePayloadWeakSemantics	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedDispatchWeakMatches.lean	153	Every forward match exposes a corresponding generated-LF destination.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecution.lean	122	A finite list-labelled execution of the existing generated-LF payload-aware	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecution.lean	337	Derivation-aware compatibility for a finite detailed generated-LF execution.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecution.lean	412	Compatibility indexed by the concrete finite generated-LF derivation.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecution.lean	623	Conditional backward correspondence for a finite payload-aware generated-LF	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	133	A finite sequence of the already published generated-LF payload weak steps.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	141	List Relico.LF.MultiStorePayloadReaction) :	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	142	Relico.LF.DetailedMultiStorePayloadState	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	144	List Relico.LF.DetailedMultiStorePayloadLabel →	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	145	Relico.LF.DetailedMultiStorePayloadState	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	151	Relico.LF.DetailedMultiStorePayloadState	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	161	Relico.LF.DetailedMultiStorePayloadState	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	164	Relico.LF.DetailedMultiStorePayloadLabel}	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	166	List Relico.LF.DetailedMultiStorePayloadLabel}	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	168	Relico.LF.DetailedMultiStorePayloadWeakStep	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	187	List Relico.LF.MultiStorePayloadReaction}	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	189	Relico.LF.DetailedMultiStorePayloadState	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	192	Relico.LF.DetailedMultiStorePayloadLabel}	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	194	Relico.LF.DetailedMultiStorePayloadWeakStep	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	213	List Relico.LF.MultiStorePayloadReaction}	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	215	Relico.LF.DetailedMultiStorePayloadState	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	218	List Relico.LF.DetailedMultiStorePayloadLabel}	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	263	List Relico.LF.DetailedMultiStorePayloadLabel →	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	275	Relico.LF.DetailedMultiStorePayloadLabel}	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	279	List Relico.LF.DetailedMultiStorePayloadLabel}	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	296	List Relico.LF.DetailedMultiStorePayloadLabel}	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedFiniteWeakExecutionFoundation.lean	320	List Relico.LF.DetailedMultiStorePayloadLabel}	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInitialization.lean	55	Canonical generated-LF base state corresponding to the source initial state.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInitialization.lean	87	Stable detailed generated-LF wrapper for the canonical initial base state.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInitialization.lean	106	The canonical source and generated-LF base states satisfy the complete	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	1	import Relico.LF.PriorityTimingInvariant	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	98	Canonical generated-LF occurrence corresponding to one source invocation.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	119	Canonical generated-LF singleton invocation state.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	154	Stable detailed generated-LF wrapper for the singleton invocation state.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	221	Canonical generated-LF state after dispatching the singleton invocation.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	261	The canonical singleton source message and generated-LF action correspond	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	526	The generated-LF singleton invocation queue contains no action before the	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	1068	Forward runtime correspondence produces a generated-LF dispatch whose selected	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	1189	Package the canonical source dispatch and the corresponding generated-LF	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	1291	A generated-LF dispatch obtained from the canonical singleton entry has the	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	1292	canonical generated-LF post-dispatch state.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	1416	The canonical singleton invocation has an exact generated-LF dispatch to the	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	1825	Canonical generated-LF detailed state immediately after a positive-delay	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	1879	Canonical generated-LF dispatch-ready detailed state. For zero delay it is	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	1968	Positive delay strictly advances generated-LF metric time.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	2103	Zero delay leaves generated-LF metric time unchanged.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	2148	Zero delay strictly advances the generated-LF microstep.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	2264	Positive delay produces the canonical generated-LF metric-time step.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	2340	corresponds to the generated-LF after-time phase.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationEntry.lean	2513	generated LF state advances to dispatch readiness by one target-only	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationFiniteObservable.lean	87	payload-aware generated-LF invocation state.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedInvocationFiniteObservable.lean	241	payload-aware generated-LF invocation state.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedObservableWeakExecution.lean	468	payload-aware generated-LF execution.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedRuntimeLabelCorrespondence.lean	2	import Relico.LF.DetailedMultiStorePayloadRuntime	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedStartupEntry.lean	48	Canonical generated-LF startup-entry state.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedStartupEntry.lean	71	Detailed generated-LF startup-entry state.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedStartupEntry.lean	114	Runtime correspondence of canonical source constructor entry and generated-LF	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedStartupEntry.lean	180	to the active generated-LF startup body without introducing a startup	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedStartupEntry.lean	285	generated-LF startup entry.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadDetailedStartupEntry.lean	412	generated-LF startup entry.	candidate
lf_generation	Relico/Correctness/MultiStorePayloadForwardDispatchRuntime.lean	3	import Relico.LF.PendingNotPast	candidate
lf_generation	Relico/Correctness/MultiStorePayloadForwardDispatchRuntime.lean	11	A payload-aware DTR dispatch has a matching generated LF dispatch and	candidate
lf_generation	Relico/Correctness/MultiStorePayloadPriorityOrder.lean	2	import Relico.LF.MultiStorePayloadDispatch	candidate
lf_generation	Relico/Correctness/MultiStorePayloadPriorityOrder.lean	186	Forward transport from normalized DTR server order to generated LF	candidate
lf_generation	Relico/Correctness/MultiStorePayloadPriorityOrder.lean	213	Backward transport from generated LF reaction order to normalized DTR	candidate
lf_generation	Relico/Correctness/MultiStorePayloadRuntimeStateCorrespondence.lean	1	import Relico.LF.PendingNotPast	candidate
lf_generation	Relico/Correctness/MultiStorePayloadSelectionCompatibility.lean	168	Appending one payload-corresponding source occurrence and generated LF	candidate
lf_generation	Relico/Correctness/MultiStorePayloadStatementCorrespondence.lean	3	import Relico.LF.MultiStorePayloadSemantics	candidate
lf_generation	Relico/Correctness/MultiStorePayloadStatementCorrespondence.lean	319	A successful payload-bearing source self-send and the generated LF	candidate
lf_generation	Relico/Correctness/MultiStoreStructural.lean	2	import Relico.LF.MultiStoreModelWellFormed	candidate
lf_generation	Relico/Correctness/PayloadCorrespondence.lean	30	Scheduling the generated LF action with the same payload as the source	candidate
lf_generation	Relico/Correctness/PayloadCorrespondence.lean	240	generated LF action preserves queue correspondence.	candidate
lf_generation	Relico/Correctness/PayloadStep.lean	5	import Relico.LF.PayloadSemantics	candidate
lf_generation	Relico/Correctness/PayloadStep.lean	68	generated-LF step.	candidate
lf_generation	Relico/Correctness/PayloadStep.lean	329	expression evaluation from generated LF back to DTR.	candidate
lf_generation	Relico/Correctness/PayloadTrace.lean	3	import Relico.LF.PayloadMachine	candidate
lf_generation	Relico/Correctness/PayloadTrace.lean	11	Pointwise correspondence between finite source and generated-LF	candidate
lf_generation	Relico/Correctness/PayloadTrace.lean	67	generated-LF execution with corresponding labels and final states.	candidate
lf_generation	Relico/Correctness/PayloadTrace.lean	145	Every finite generated-LF payload-scheduling execution beginning in	candidate
lf_generation	Relico/Correctness/PriorityEligibility.lean	5	import Relico.LF.MultiStoreReactionScheduling	candidate
lf_generation	Relico/Correctness/PriorityEligibility.lean	186	Source priority eligibility transports to generated-LF reaction	candidate
lf_generation	Relico/Correctness/PriorityEligibility.lean	292	Generated-LF reaction-priority eligibility transports back to source	candidate
lf_generation	Relico/Correctness/PriorityMachineTiming.lean	3	import Relico.LF.PriorityTimingInvariant	candidate
lf_generation	Relico/Correctness/PriorityOrder.lean	2	import Relico.LF.MultiStoreReactionScheduling	candidate
lf_generation	Relico/Correctness/PriorityOrder.lean	161	Forward transport from normalized DTR server order to generated LF	candidate
lf_generation	Relico/Correctness/PriorityOrder.lean	188	Backward transport from generated LF reaction order to normalized DTR	candidate
lf_generation	Relico/Correctness/PriorityTiming.lean	3	import Relico.LF.PriorityTimingInvariant	candidate
lf_generation	Relico/Correctness/StoreBackward.lean	13	Every generated-LF store step from a corresponding state can be	candidate
lf_generation	Relico/Correctness/StoreDispatch.lean	4	import Relico.LF.StoreDispatchSemantics	candidate
lf_generation	Relico/Correctness/StoreDispatch.lean	231	Every generated-LF dispatch from corresponding states identifies a	candidate
lf_generation	Relico/Correctness/StoreExecutableTranslation.lean	15	can be represented by the generated LF microstep order.	candidate
lf_generation	Relico/Correctness/StoreExecutableTranslation.lean	139	Every finite execution of the generated LF machine is matched by a	candidate
lf_generation	Relico/Correctness/StoreForward.lean	4	import Relico.LF.StoreSemantics	candidate
lf_generation	Relico/Correctness/StoreForward.lean	48	matching generated-LF store step. Transition labels and resulting	candidate
lf_generation	Relico/Correctness/StoreInitialization.lean	3	import Relico.LF.StoreInitialization	candidate
lf_generation	Relico/Correctness/StoreMachine.lean	5	import Relico.LF.StoreMachineSemantics	candidate
lf_generation	Relico/Correctness/StoreMachineTrace.lean	4	import Relico.LF.StoreMachineTraceSemantics	candidate
lf_generation	Relico/Correctness/StoreMachineTrace.lean	12	Pointwise correspondence between finite source and generated-LF	candidate
lf_generation	Relico/Correctness/StoreMachineTrace.lean	328	Unconditional backward simulation for finite generated-LF combined	candidate
lf_generation	Relico/Correctness/StoreModelStructural.lean	3	import Relico.LF.StoreModelWellFormed	candidate
lf_generation	Relico/Correctness/StoreStructural.lean	2	import Relico.LF.StoreWellFormed	candidate
lf_generation	Relico/Correctness/StoreTrace.lean	4	import Relico.LF.StoreTrace	candidate
lf_generation	Relico/Correctness/StoreTrace.lean	46	Every source trace has a generated-LF trace with pointwise	candidate
lf_generation	Relico/Correctness/StoreTrace.lean	126	Backward simulation of arbitrary finite generated-LF store statement	candidate
lf_generation	Relico/Correctness/Structural.lean	2	import Relico.LF.WellFormed	candidate
lf_generation	Relico/Correctness/Trace.lean	5	import Relico.LF.TraceSemantics	candidate
lf_generation	Relico/Correctness/Trace.lean	13	Pointwise correspondence between finite DTR and generated-LF traces.	candidate
lf_generation	Relico/Correctness/Trace.lean	44	finite generated-LF execution with corresponding labels and a	candidate
lf_generation	Relico/Correctness/Trace.lean	121	Every finite execution of the generated LF statement subset beginning	candidate
lf_generation	Relico/Frontend/BridgeCheck.lean	61	"""usage: BridgeCheck <input.json> <output.lf>"""	candidate
lf_generation	Relico/Frontend/MultiStoreBridgeCheck.lean	174	"""usage: MultiStoreBridgeCheck <input.json> <summary.txt> [output.lf]"""	candidate
lf_generation	Relico/Frontend/StoreBridgeCheck.lean	58	"""usage: StoreBridgeCheck <input.json> <output.lf>"""	candidate
lf_generation	Relico/LF/BoundPayloadDispatch.lean	1	import Relico.LF.BoundPayloadState	candidate
lf_generation	Relico/LF/BoundPayloadDispatch.lean	2	import Relico.LF.Scheduling	candidate
lf_generation	Relico/LF/BoundPayloadRuntimeInvariant.lean	1	import Relico.LF.BoundPayloadState	candidate
lf_generation	Relico/LF/BoundPayloadRuntimeInvariant.lean	2	import Relico.LF.PriorityTimingInvariant	candidate
lf_generation	Relico/LF/BoundPayloadRuntimeInvariant.lean	12	All queued generated-LF payload actions have microstep zero.	candidate
lf_generation	Relico/LF/BoundPayloadRuntimeInvariant.lean	24	Every queued generated-LF payload action is at a later logical time than the	candidate
lf_generation	Relico/LF/BoundPayloadSemantics.lean	1	import Relico.LF.BoundPayloadState	candidate
lf_generation	Relico/LF/BoundPayloadSemantics.lean	22	Small-step generated-LF semantics for parameter-aware payload	candidate
lf_generation	Relico/LF/BoundPayloadState.lean	2	import Relico.LF.BoundPayloadSyntax	candidate
lf_generation	Relico/LF/BoundPayloadState.lean	3	import Relico.LF.State	candidate
lf_generation	Relico/LF/BoundPayloadState.lean	11	Runtime state for parameter-aware generated-LF payload execution.	candidate
lf_generation	Relico/LF/BoundPayloadSyntax.lean	1	import Relico.LF.PayloadExpression	candidate
lf_generation	Relico/LF/BoundPayloadSyntax.lean	9	Parameter-aware generated-LF statements for the additive payload	candidate
lf_generation	Relico/LF/CppPrinter.lean	1	import Relico.LF.Syntax	candidate
lf_generation	Relico/LF/CppPrinter.lean	37	Render one generated LF statement inside a C++ reaction body.	candidate
lf_generation	Relico/LF/CppPrinter.lean	113	Render one generated reaction using LF target-code delimiters.	candidate
lf_generation	Relico/LF/DetailedBoundPayloadSemantics.lean	2	import Relico.LF.BoundPayloadSemantics	candidate
lf_generation	Relico/LF/DetailedBoundPayloadSemantics.lean	3	import Relico.LF.BoundPayloadDispatch	candidate
lf_generation	Relico/LF/DetailedBoundPayloadSemantics.lean	11	Paper-level observables for parameter-aware detailed generated-LF execution.	candidate
lf_generation	Relico/LF/DetailedBoundPayloadSemantics.lean	337	Project a finite detailed generated-LF bound-payload label trace onto the	candidate
lf_generation	Relico/LF/DetailedBoundPayloadWeakSemantics.lean	1	import Relico.LF.DetailedBoundPayloadSemantics	candidate
lf_generation	Relico/LF/DetailedBoundPayloadWeakSemantics.lean	9	Internal closure for the detailed parameter-aware generated-LF semantics.	candidate
lf_generation	Relico/LF/DetailedBoundPayloadWeakSemantics.lean	23	Weak labeled transition for the detailed parameter-aware generated-LF	candidate
lf_generation	Relico/LF/DetailedMultiStorePayloadRuntime.lean	1	import Relico.LF.MultiStorePayloadDispatch	candidate
lf_generation	Relico/LF/DetailedMultiStorePayloadRuntime.lean	9	Proof-indexed phases for generated payload-aware LF dispatch.	candidate
lf_generation	Relico/LF/DetailedMultiStorePayloadRuntime.lean	63	Detailed labels for generated payload-aware LF dispatch.	candidate
lf_generation	Relico/LF/DetailedMultiStorePayloadSemantics.lean	1	import Relico.LF.DetailedMultiStorePayloadRuntime	candidate
lf_generation	Relico/LF/DetailedMultiStorePayloadSemantics.lean	2	import Relico.LF.MultiStorePayloadSemantics	candidate
lf_generation	Relico/LF/DetailedMultiStorePayloadSemantics.lean	10	Detailed one-step decomposition of the generated payload-aware LF runtime.	candidate
lf_generation	Relico/LF/DetailedMultiStorePayloadWeakSemantics.lean	1	import Relico.LF.DetailedMultiStorePayloadSemantics	candidate
lf_generation	Relico/LF/DetailedMultiStorePayloadWeakSemantics.lean	31	Visible generated-LF payload detailed labels.	candidate
lf_generation	Relico/LF/DetailedMultiStorePayloadWeakSemantics.lean	56	Zero or more internal generated-LF payload detailed transitions.	candidate
lf_generation	Relico/LF/DetailedMultiStorePayloadWeakSemantics.lean	102	One generated-LF payload weak transition.	candidate
lf_generation	Relico/LF/DetailedMultiStorePayloadWeakSemantics.lean	164	Internal generated-LF closures compose.	candidate
lf_generation	Relico/LF/DetailedMultiStorePayloadWeakSemantics.lean	201	Every generated-LF detailed state has a reflexive weak tau transition.	candidate
lf_generation	Relico/LF/DetailedMultiStoreSemantics.lean	2	import Relico.LF.MultiStoreMachineSemantics	candidate
lf_generation	Relico/LF/DetailedMultiStoreSemantics.lean	10	Paper-level observable events for the detailed generated-LF multi-store	candidate
lf_generation	Relico/LF/DetailedMultiStoreSemantics.lean	31	Labels for the detailed generated-LF semantic layer.	candidate
lf_generation	Relico/LF/DetailedMultiStoreSemantics.lean	77	Project a detailed generated-LF label onto the paper-level observable	candidate
lf_generation	Relico/LF/DetailedMultiStoreSemantics.lean	141	States of the detailed generated-LF semantic layer.	candidate
lf_generation	Relico/LF/DetailedMultiStoreSemantics.lean	189	Detailed one-step generated-LF semantics.	candidate
lf_generation	Relico/LF/DetailedMultiStoreSemantics.lean	413	Finite executions of the detailed generated-LF multi-store semantics.	candidate
lf_generation	Relico/LF/DetailedWeakExecution.lean	2	import Relico.LF.DetailedWeakSemantics	candidate
lf_generation	Relico/LF/DetailedWeakExecution.lean	10	Finite executions whose individual transitions use the detailed generated-LF	candidate
lf_generation	Relico/LF/DetailedWeakExecution.lean	34	Every finite exact detailed generated-LF execution is also a finite weak	candidate
lf_generation	Relico/LF/DetailedWeakExecution.lean	73	Detailed generated-LF weak executions compose.	candidate
lf_generation	Relico/LF/DetailedWeakSemantics.lean	1	import Relico.LF.DetailedMultiStoreSemantics	candidate
lf_generation	Relico/LF/DispatchSemantics.lean	1	import Relico.LF.Scheduling	candidate
lf_generation	Relico/LF/DispatchSemantics.lean	2	import Relico.LF.Syntax	candidate
lf_generation	Relico/LF/DispatchSemantics.lean	10	Dispatch transition for a pending generated-LF logical action.	candidate
lf_generation	Relico/LF/Evaluation.lean	1	import Relico.LF.State	candidate
lf_generation	Relico/LF/Evaluation.lean	10	Evaluate an expression in the generated LF subset.	candidate
lf_generation	Relico/LF/GlobalMultiStorePayload.lean	2	import Relico.LF.MultiStorePayloadSemantics	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadDispatch.lean	2	Actor-indexed lifting of generated LF payload dispatch into a global actor	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadDispatch.lean	9	import Relico.LF.GlobalMultiStorePayload	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadDispatch.lean	10	import Relico.LF.MultiStorePayloadDispatch	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadExternalSend.lean	1	import Relico.LF.GlobalMultiStorePayload	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadExternalSend.lean	10	One generated LF-side external-send occurrence.	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadExternalSendFrame.lean	1	import Relico.LF.GlobalMultiStorePayloadExternalSendStatement	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadExternalSendStatement.lean	1	import Relico.LF.GlobalMultiStorePayloadExternalSend	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadFiniteExecution.lean	1	import Relico.LF.GlobalMultiStorePayloadOneStep	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadInitialization.lean	2	import Relico.LF.GlobalMultiStorePayload	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadInitialization.lean	20	Construct one generated-LF startup state per aligned actor entry.	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadInitialization.lean	46	Executable generated-LF startup construction over the same aligned input.	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadOneStep.lean	1	import Relico.LF.GlobalMultiStorePayloadExternalSendFrame	candidate
lf_generation	Relico/LF/GlobalMultiStorePayloadOneStep.lean	2	import Relico.LF.GlobalMultiStorePayloadDispatch	candidate
lf_generation	Relico/LF/Initialization.lean	1	import Relico.LF.State	candidate
lf_generation	Relico/LF/Initialization.lean	16	The generated-LF runtime state at startup-reaction entry.	candidate
lf_generation	Relico/LF/MachineSemantics.lean	1	import Relico.LF.Semantics	candidate
lf_generation	Relico/LF/MachineSemantics.lean	2	import Relico.LF.DispatchSemantics	candidate
lf_generation	Relico/LF/MachineSemantics.lean	10	Labels for the combined generated-LF machine semantics.	candidate
lf_generation	Relico/LF/MachineSemantics.lean	26	Combined one-step semantics for the generated LF subset.	candidate
lf_generation	Relico/LF/MachineTraceSemantics.lean	1	import Relico.LF.MachineSemantics	candidate
lf_generation	Relico/LF/MachineTraceSemantics.lean	9	A finite execution of the combined generated-LF machine semantics.	candidate
lf_generation	Relico/LF/MultiStoreCppPrinter.lean	1	import Relico.LF.StoreCppPrinter	candidate
lf_generation	Relico/LF/MultiStoreCppPrinter.lean	2	import Relico.LF.MultiStoreSyntax	candidate
lf_generation	Relico/LF/MultiStoreDispatchSemantics.lean	1	import Relico.LF.MultiStoreSyntax	candidate
lf_generation	Relico/LF/MultiStoreDispatchSemantics.lean	2	import Relico.LF.MultiStoreReactionScheduling	candidate
lf_generation	Relico/LF/MultiStoreDispatchSemantics.lean	3	import Relico.LF.Scheduling	candidate
lf_generation	Relico/LF/MultiStoreDispatchSemantics.lean	4	import Relico.LF.StoreState	candidate
lf_generation	Relico/LF/MultiStoreDispatchSemantics.lean	12	Dispatch semantics for generated finite-store LF reactors with	candidate
lf_generation	Relico/LF/MultiStoreInitialization.lean	1	import Relico.LF.MultiStoreSyntax	candidate
lf_generation	Relico/LF/MultiStoreInitialization.lean	2	import Relico.LF.StoreInitialization	candidate
lf_generation	Relico/LF/MultiStoreInitialization.lean	11	The generated-LF runtime state at startup-reaction entry for a	candidate
lf_generation	Relico/LF/MultiStoreMachineSemantics.lean	1	import Relico.LF.MultiStoreDispatchSemantics	candidate
lf_generation	Relico/LF/MultiStoreMachineSemantics.lean	2	import Relico.LF.MultiStoreSemantics	candidate
lf_generation	Relico/LF/MultiStoreMachineSemantics.lean	10	Labels for the combined finite-store generated-LF machine with	candidate
lf_generation	Relico/LF/MultiStoreMachineSemantics.lean	30	Combined one-step generated-LF semantics for finite state, multiple	candidate
lf_generation	Relico/LF/MultiStoreMachineTraceSemantics.lean	1	import Relico.LF.MultiStoreMachineSemantics	candidate
lf_generation	Relico/LF/MultiStoreMachineTraceSemantics.lean	9	A finite execution of the combined generated-LF machine with multiple	candidate
lf_generation	Relico/LF/MultiStoreModelWellFormed.lean	1	import Relico.LF.MultiStoreWellFormed	candidate
lf_generation	Relico/LF/MultiStoreModelWellFormed.lean	2	import Relico.LF.StoreModelWellFormed	candidate
lf_generation	Relico/LF/MultiStoreModelWellFormed.lean	11	Structural validity of a generated finite-store LF reactor with	candidate
lf_generation	Relico/LF/MultiStorePayloadCppPrinter.lean	1	import Relico.LF.MultiStoreCppPrinter	candidate
lf_generation	Relico/LF/MultiStorePayloadCppPrinter.lean	2	import Relico.LF.MultiStorePayloadSyntax	candidate
lf_generation	Relico/LF/MultiStorePayloadCppPrinter.lean	3	import Relico.LF.PayloadCppPrinter	candidate
lf_generation	Relico/LF/MultiStorePayloadDispatch.lean	2	import Relico.LF.MultiStorePayloadSemantics	candidate
lf_generation	Relico/LF/MultiStorePayloadDispatch.lean	3	import Relico.LF.Scheduling	candidate
